,Wavelength,Flux
176,6501.760000000038,168.72361313094794
177,6501.770000000039,169.1580900628236
178,6501.780000000039,169.55694321958333
179,6501.790000000039,169.9236345568336
180,6501.800000000039,170.26119443822643
181,6501.8100000000395,170.57218799030437
182,6501.82000000004,170.85881017553118
183,6501.83000000004,171.12264631706503
184,6501.84000000004,171.3656619850839
185,6501.85000000004,171.58871074904226
186,6501.860000000041,171.79244178659306
187,6501.870000000041,171.9769768535336
188,6501.880000000041,172.14166144954135
189,6501.890000000041,172.28467519290203
190,6501.9000000000415,172.40217807874532
191,6501.910000000042,172.48682231344182
192,6501.920000000042,172.52498883445722
193,6501.930000000042,172.4942032651262
194,6501.940000000042,172.36829161505648
195,6501.950000000043,172.1429933353631
196,6501.960000000043,171.87995462109782
197,6501.970000000043,171.71717558738314
198,6501.980000000043,171.7904208874276
199,6501.990000000043,172.11841992350034
200,6502.000000000044,172.58577384679782
201,6502.010000000044,173.04552570061583
202,6502.020000000044,173.41669523658499
203,6502.030000000044,173.69231478246854
204,6502.0400000000445,173.8973623269158
205,6502.050000000045,174.05698233342582
206,6502.060000000045,174.18770869926553
207,6502.070000000045,174.29917002522907
208,6502.080000000045,174.396983916285
209,6502.090000000046,174.48459761024594
210,6502.100000000046,174.56424218805404
211,6502.110000000046,174.6374292784819
212,6502.120000000046,174.70522656446028
213,6502.1300000000465,174.768418795009
214,6502.140000000047,174.82759398891562
215,6502.150000000047,174.88320470449582
216,6502.160000000047,174.93560607411354
217,6502.170000000047,174.98508180369578
218,6502.180000000048,175.03186234662556
219,6502.190000000048,175.07613903040658
220,6502.200000000048,175.11807643426184
221,6502.210000000048,175.1578253284461
222,6502.2200000000485,175.1955392156135
223,6502.230000000049,175.2313956930187
224,6502.240000000049,175.26562377728547
225,6502.250000000049,175.29852919084135
226,6502.260000000049,175.33049078989274
227,6502.27000000005,175.36190061333133
228,6502.28000000005,175.39305467978693
229,6502.29000000005,175.42405789856917
230,6502.30000000005,175.45481493286843
231,6502.31000000005,175.48511432145975
232,6502.320000000051,175.5147342142334
233,6502.330000000051,175.54350717951917
234,6502.340000000051,175.5713316253329
235,6502.350000000051,175.5981594837849
236,6502.3600000000515,175.62397847065824
237,6502.370000000052,175.64880010763838
238,6502.380000000052,175.67264871471895
239,6502.390000000052,175.69555786954913
240,6502.400000000052,175.71756221093773
241,6502.410000000053,175.73869336387833
242,6502.420000000053,175.75897448420073
243,6502.430000000053,175.77841170888763
244,6502.440000000053,175.79698334775
245,6502.4500000000535,175.81462498705793
246,6502.460000000054,175.83124482391634
247,6502.470000000054,175.84681090919014
248,6502.480000000054,175.8615168590922
249,6502.490000000054,175.87588101793497
250,6502.500000000055,175.89055167348243
251,6502.510000000055,175.90586512780087
252,6502.520000000055,175.92158416785682
253,6502.530000000055,175.93711940181822
254,6502.540000000055,175.9519716296122
255,6502.550000000056,175.9659543718999
256,6502.560000000056,175.97911845040932
257,6502.570000000056,175.9915874698259
258,6502.580000000056,176.00346768572678
259,6502.5900000000565,176.01482725292013
260,6502.600000000057,176.0257076968617
261,6502.610000000057,176.0361346793323
262,6502.620000000057,176.0461241943702
263,6502.630000000057,176.05568719808673
264,6502.640000000058,176.0648293980773
265,6502.650000000058,176.0736244675922
266,6502.660000000058,176.08193063948565
267,6502.670000000058,176.0898165536619
268,6502.6800000000585,176.09727777189025
269,6502.690000000059,176.10430743139207
270,6502.700000000059,176.11089655295683
271,6502.710000000059,176.11703229403847
272,6502.720000000059,176.12269975512206
273,6502.73000000006,176.1278802117756
274,6502.74000000006,176.13255091724997
275,6502.75000000006,176.13668447010548
276,6502.76000000006,176.1402480361284
277,6502.7700000000605,176.14320236382582
278,6502.780000000061,176.14550057109906
279,6502.790000000061,176.1470866179667
280,6502.800000000061,176.1478933749465
281,6502.810000000061,176.14784016136375
282,6502.820000000062,176.14682957837337
283,6502.830000000062,176.14474336845225
284,6502.840000000062,176.14143694005935
285,6502.850000000062,176.13673168023647
286,6502.860000000062,176.1304069403199
287,6502.870000000063,176.12218607011903
288,6502.880000000063,176.11171652386938
289,6502.890000000063,176.09854323989597
290,6502.900000000063,176.08206880741932
291,6502.9100000000635,176.06150057035916
292,6502.920000000064,176.03576293887625
293,6502.930000000064,176.00339588560672
294,6502.940000000064,175.96245891534247
295,6502.950000000064,175.9105952256808
296,6502.960000000065,175.84554615790955
297,6502.970000000065,175.76649681838563
298,6502.980000000065,175.6763013674288
299,6502.990000000065,175.58369846997508
300,6503.0000000000655,175.50357091805026
301,6503.010000000066,175.453402522683
302,6503.020000000066,175.44655755571802
303,6503.030000000066,175.4860364997158
304,6503.040000000066,175.56296765592876
305,6503.050000000067,175.66096210428978
306,6503.060000000067,175.76317910135975
307,6503.070000000067,175.85771081339612
308,6503.080000000067,175.93904706256725
309,6503.090000000067,176.00652636992535
310,6503.100000000068,176.06193492544975
311,6503.110000000068,176.10769099389938
312,6503.120000000068,176.1459669149064
313,6503.130000000068,176.17845094638585
314,6503.1400000000685,176.20639602145016
315,6503.150000000069,176.23072213860604
316,6503.160000000069,176.25211552177274
317,6503.170000000069,176.27109746145365
318,6503.180000000069,176.2880687254418
319,6503.19000000007,176.3033419916508
320,6503.20000000007,176.31716495629698
321,6503.21000000007,176.32973629079888
322,6503.22000000007,176.34121718160475
323,6503.2300000000705,176.351738066738
324,6503.240000000071,176.36140534954384
325,6503.250000000071,176.37030598248816
326,6503.260000000071,176.37851077658155
327,6503.270000000071,176.3860770187225
328,6503.280000000072,176.39305027706314
329,6503.290000000072,176.39946577192487
330,6503.300000000072,176.4053961932691
331,6503.310000000072,176.41076476673143
332,6503.3200000000725,176.41562609054978
333,6503.330000000073,176.41997778746534
334,6503.340000000073,176.42380410207886
335,6503.350000000073,176.4270732934181
336,6503.360000000073,176.42972161853163
337,6503.370000000074,176.43164434281235
338,6503.380000000074,176.4326623440051
339,6503.390000000074,176.43247990804963
340,6503.400000000074,176.43060781596495
341,6503.410000000074,176.42621615901552
342,6503.420000000075,176.41785416092983
343,6503.430000000075,176.40301072402377
344,6503.440000000075,176.37782994199765
345,6503.450000000075,176.33815935017037
346,6503.4600000000755,176.28358291155666
347,6503.470000000076,176.22345472723055
348,6503.480000000076,176.17816302816433
349,6503.490000000076,176.16864791971497
350,6503.500000000076,176.20036474498846
351,6503.510000000077,176.2585621738145
352,6503.520000000077,176.32047928054317
353,6503.530000000077,176.37048570743931
354,6503.540000000077,176.40452008837156
355,6503.5500000000775,176.4253075371421
356,6503.560000000078,176.4367748240448
357,6503.570000000078,176.4415027503872
358,6503.580000000078,176.4403934585836
359,6503.590000000078,176.43312709140994
360,6503.600000000079,176.41926628592057
361,6503.610000000079,176.4003617345423
362,6503.620000000079,176.38194656531354
363,6503.630000000079,176.37230345855576
364,6503.640000000079,176.3770043492307
365,6503.65000000008,176.39423269068322
366,6503.66000000008,176.41647910783166
367,6503.67000000008,176.43651219387104
368,6503.68000000008,176.45112888557279
369,6503.6900000000805,176.4605164747288
370,6503.700000000081,176.46605848986715
371,6503.710000000081,176.46898845371504
372,6503.720000000081,176.47008830761496
373,6503.730000000081,176.469797049926
374,6503.740000000082,176.46833623778858
375,6503.750000000082,176.46583491137577
376,6503.760000000082,176.462354521523
377,6503.770000000082,176.45786953619933
378,6503.7800000000825,176.45232836816982
379,6503.790000000083,176.4456410941187
380,6503.800000000083,176.43767742708607
381,6503.810000000083,176.42826305630302
382,6503.820000000083,176.41716765269032
383,6503.830000000084,176.4041017317077
384,6503.840000000084,176.38868394912484
385,6503.850000000084,176.37042405699074
386,6503.860000000084,176.34868194641874
387,6503.8700000000845,176.3226134413589
388,6503.880000000085,176.2910901391227
389,6503.890000000085,176.2525777241361
390,6503.900000000085,176.2049599070277
391,6503.910000000085,176.1452597069967
392,6503.920000000086,176.06915139788893
393,6503.930000000086,175.9701845623503
394,6503.940000000086,175.83836830538624
395,6503.950000000086,175.65765397028966
396,6503.960000000086,175.40270550740973
397,6503.970000000087,175.04041066138183
398,6503.980000000087,174.55231848328276
399,6503.990000000087,173.98849608376182
400,6504.000000000087,173.5072064362271
401,6504.0100000000875,173.306597903685
402,6504.020000000088,173.4660174898384
403,6504.030000000088,173.87895101599045
404,6504.040000000088,174.36283485045783
405,6504.050000000088,174.79293648117317
406,6504.060000000089,175.1253775988351
407,6504.070000000089,175.35673119066675
408,6504.080000000089,175.4984965473388
409,6504.090000000089,175.57345946903519
410,6504.1000000000895,175.61591415144426
411,6504.11000000009,175.6639027873918
412,6504.12000000009,175.74145882531275
413,6504.13000000009,175.8461014724316
414,6504.14000000009,175.95719535335257
415,6504.150000000091,176.0556389759321
416,6504.160000000091,176.13416901942728
417,6504.170000000091,176.19447961457735
418,6504.180000000091,176.24099606686082
419,6504.1900000000915,176.27758011043267
420,6504.200000000092,176.30692603725757
421,6504.210000000092,176.33084138948325
422,6504.220000000092,176.350568733062
423,6504.230000000092,176.36699166602003
424,6504.240000000093,176.38075529253533
425,6504.250000000093,176.39234440189418
426,6504.260000000093,176.40213102178626
427,6504.270000000093,176.41040451633398
428,6504.280000000093,176.41739348461581
429,6504.290000000094,176.4232809070671
430,6504.300000000094,176.42821476020384
431,6504.310000000094,176.4323159135161
432,6504.320000000094,176.43568392471894
433,6504.3300000000945,176.43840141649113
434,6504.340000000095,176.44053733126339
435,6504.350000000095,176.44214982908454
436,6504.360000000095,176.4432878363173
437,6504.370000000095,176.44399411501198
438,6504.380000000096,176.44430189382228
439,6504.390000000096,176.44424126964557
440,6504.400000000096,176.4438390886738
441,6504.410000000096,176.4431171824154
442,6504.4200000000965,176.442094527077
443,6504.430000000097,176.44078738780658
444,6504.440000000097,176.43920927761746
445,6504.450000000097,176.43737217359683
446,6504.460000000097,176.43528573013117
447,6504.470000000098,176.4329581039469
448,6504.480000000098,176.4303959872094
449,6504.490000000098,176.42760448760401
450,6504.500000000098,176.42458741569536
451,6504.510000000098,176.42134733781657
452,6504.520000000099,176.4178853768014
453,6504.530000000099,176.4142012075387
454,6504.540000000099,176.41029290052776
455,6504.550000000099,176.4061566582509
456,6504.5600000000995,176.40178641075119
457,6504.5700000001,176.39717317576822
458,6504.5800000001,176.39230394930854
459,6504.5900000001,176.38716036810953
460,6504.6000000001,176.38171570200956
461,6504.610000000101,176.37593002983667
462,6504.620000000101,176.36974155723524
463,6504.630000000101,176.36304890402977
464,6504.640000000101,176.35567592413457
465,6504.6500000001015,176.34730188074406
466,6504.660000000102,176.337347147017
467,6504.670000000102,176.3248755465914
468,6504.680000000102,176.30878344803943
469,6504.690000000102,176.28870356150864
470,6504.700000000103,176.2663534778507
471,6504.710000000103,176.24679153523857
472,6504.720000000103,176.23523422189055
473,6504.730000000103,176.2336986908877
474,6504.7400000001035,176.2391088089164
475,6504.750000000104,176.24587805542092
476,6504.760000000104,176.24981612518357
477,6504.770000000104,176.24964913395056
478,6504.780000000104,176.24601490128694
479,6504.790000000105,176.24002964824106
480,6504.800000000105,176.2324989675615
481,6504.810000000105,176.2239367248125
482,6504.820000000105,176.2146085595245
483,6504.830000000105,176.20465395660906
484,6504.840000000106,176.19414536562417
485,6504.850000000106,176.18311691768764
486,6504.860000000106,176.1715787317949
487,6504.870000000106,176.15952282007171
488,6504.8800000001065,176.14693277055966
489,6504.890000000107,176.1338043487105
490,6504.900000000107,176.12018505708525
491,6504.910000000107,176.10619951083038
492,6504.920000000107,176.0919991323421
493,6504.930000000108,176.0776408763085
494,6504.940000000108,176.06302444092148
495,6504.950000000108,176.0479539514728
496,6504.960000000108,176.0322532391725
497,6504.9700000001085,176.01584903928318
498,6504.980000000109,175.99869196107772
499,6504.990000000109,175.98075284477787
500,6505.000000000109,175.96199356088403
501,6505.010000000109,175.94236033053338
502,6505.02000000011,175.92178197266105
503,6505.03000000011,175.90016624542804
504,6505.04000000011,175.87739441213452
505,6505.05000000011,175.85331253228188
506,6505.06000000011,175.8277186656137
507,6505.070000000111,175.80034183569023
508,6505.080000000111,175.7708027234899
509,6505.090000000111,175.73854884019414
510,6505.100000000111,175.70274371754556
511,6505.1100000001115,175.66208319466435
512,6505.120000000112,175.6145790518055
513,6505.130000000112,175.55770728558306
514,6505.140000000112,175.4900258846565
515,6505.150000000112,175.4150798154135
516,6505.160000000113,175.34485250509263
517,6505.170000000113,175.2959876426804
518,6505.180000000113,175.27773806929122
519,6505.190000000113,175.28364746078645
520,6505.2000000001135,175.29738562098234
521,6505.210000000114,175.30530617366986
522,6505.220000000114,175.3022262778722
523,6505.230000000114,175.2888539716914
524,6505.240000000114,175.2675799931783
525,6505.250000000115,175.24041166361042
526,6505.260000000115,175.20864509464138
527,6505.270000000115,175.1730649262112
528,6505.280000000115,175.1341453641648
529,6505.2900000001155,175.09217102366628
530,6505.300000000116,175.0473055945284
531,6505.310000000116,174.99963182577574
532,6505.320000000116,174.94917498239013
533,6505.330000000116,174.89591668562133
534,6505.340000000117,174.83980442139367
535,6505.350000000117,174.78075764997317
536,6505.360000000117,174.71867163875282
537,6505.370000000117,174.65342028063841
538,6505.380000000117,174.58485695449147
539,6505.390000000118,174.51281625715694
540,6505.400000000118,174.43711162472
541,6505.410000000118,174.35753800296115
542,6505.420000000118,174.27386689918893
543,6505.4300000001185,174.185843633026
544,6505.440000000119,174.09318501788442
545,6505.450000000119,173.99557880507288
546,6505.460000000119,173.89268344232568
547,6505.470000000119,173.78412645629433
548,6505.48000000012,173.66949264001784
549,6505.49000000012,173.5483553856053
550,6505.50000000012,173.42021964636874
551,6505.51000000012,173.28455202645023
552,6505.5200000001205,173.14076702643436
553,6505.530000000121,172.98822023662206
554,6505.540000000121,172.82620141798392
555,6505.550000000121,172.65392641239072
556,6505.560000000121,172.4705268482821
557,6505.570000000122,172.2750322152137
558,6505.580000000122,172.06638895410438
559,6505.590000000122,171.84340123765946
560,6505.600000000122,171.6045108146512
561,6505.610000000122,171.34861544014186
562,6505.620000000123,171.073920423133
563,6505.630000000123,170.77847388936974
564,6505.640000000123,170.46024663939315
565,6505.650000000123,170.11681218625506
566,6505.660000000124,169.74542753876185
567,6505.670000000124,169.3430891990967
568,6505.680000000124,168.90625372640426
569,6505.690000000124,168.43090562435603
570,6505.700000000124,167.91243346798177
571,6505.710000000125,167.34552698627897
572,6505.720000000125,166.72403244210116
573,6505.730000000125,166.04081100355418
574,6505.740000000125,165.28753525042606
575,6505.7500000001255,164.45445151835247
576,6505.760000000126,163.5300833652412
577,6505.770000000126,162.5008646543053
578,6505.780000000126,161.35067881568597
579,6505.790000000126,160.06028158244766
580,6505.800000000127,158.6065729235398
581,6505.810000000127,156.96169333459824
582,6505.820000000127,155.09192488690957
583,6505.830000000127,152.95661951233504
584,6505.8400000001275,150.5070586701137
585,6505.850000000128,147.68442324532742
586,6505.860000000128,144.416088593946
587,6505.870000000128,140.61135290233358
588,6505.880000000128,136.15347665765108
589,6505.890000000129,130.89685503751386
590,6505.900000000129,124.6618618766701
591,6505.910000000129,117.22863294745825
592,6505.920000000129,108.36716953538718
593,6505.930000000129,98.05057472157685
594,6505.94000000013,86.9997410317204
595,6505.95000000013,76.95634367686158
596,6505.96000000013,69.5971573183928
597,6505.97000000013,65.42718965955794
598,6505.9800000001305,64.25666869496165
599,6505.990000000131,65.97399319578477
600,6506.000000000131,70.74154586578857
601,6506.010000000131,78.69412326014056
602,6506.020000000131,89.09456055924535
603,6506.030000000132,100.1155743290859
604,6506.040000000132,110.16596718148239
605,6506.050000000132,118.72569596749068
606,6506.060000000132,125.90039308241882
607,6506.0700000001325,131.92624120104074
608,6506.080000000133,137.0128246332616
609,6506.090000000133,141.32846553146723
610,6506.100000000133,145.00877085601812
611,6506.110000000133,148.16301724944208
612,6506.120000000134,150.87845893012656
613,6506.130000000134,153.2269437883475
614,6506.140000000134,155.2661976962467
615,6506.150000000134,157.04269391497687
616,6506.1600000001345,158.59378197962448
617,6506.170000000135,159.9492164891022
618,6506.180000000135,161.13214934468624
619,6506.190000000135,162.15976144929562
620,6506.200000000135,163.04326644729767
621,6506.210000000136,163.78714449748733
622,6506.220000000136,164.387176228275
623,6506.230000000136,164.82612822093725
624,6506.240000000136,165.06551137092794
625,6506.250000000136,165.03411128809287
626,6506.260000000137,164.62862640444433
627,6506.270000000137,163.77367708990846
628,6506.280000000137,162.57943581906588
629,6506.290000000137,161.48671803088013
630,6506.3000000001375,161.12913266741293
631,6506.310000000138,161.88199156345019
632,6506.320000000138,163.540065162289
633,6506.330000000138,165.5049026546943
634,6506.340000000138,167.25493171451825
635,6506.350000000139,168.59545542779938
636,6506.360000000139,169.571125155951
637,6506.370000000139,170.29260480393202
638,6506.380000000139,170.84883476766234
639,6506.3900000001395,171.2952809689062
640,6506.40000000014,171.66753488475015
641,6506.41000000014,171.985407896074
642,6506.42000000014,172.2623453751275
643,6506.43000000014,172.5053548330504
644,6506.440000000141,172.7248544022863
645,6506.450000000141,172.9234177413781
646,6506.460000000141,173.10447655775948
647,6506.470000000141,173.27065065786326
648,6506.480000000141,173.4239876665062
649,6506.490000000142,173.56611996722776
650,6506.500000000142,173.69837180312567
651,6506.510000000142,173.8218344514755
652,6506.520000000142,173.93741922250615
653,6506.5300000001425,174.04589689978113
654,6506.540000000143,174.1479261563197
655,6506.550000000143,174.24407528454142
656,6506.560000000143,174.334852983581
657,6506.570000000143,174.42066470477207
658,6506.580000000144,174.50190583049815
659,6506.590000000144,174.57891620433713
660,6506.600000000144,174.6519983816621
661,6506.610000000144,174.72142348600315
662,6506.6200000001445,174.7874350856478
663,6506.630000000145,174.85025321351097
664,6506.640000000145,174.9100769152788
665,6506.650000000145,174.96708704135003
666,6506.660000000145,175.02144712786114
667,6506.670000000146,175.07330690311807
668,6506.680000000146,175.12280283843424
669,6506.690000000146,175.17006219666828
670,6506.700000000146,175.21519034327642
671,6506.7100000001465,175.2582947605868
672,6506.720000000147,175.29946899839166
673,6506.730000000147,175.33879044128287
674,6506.740000000147,175.37635093760676
675,6506.750000000147,175.41221201794522
676,6506.760000000148,175.44643479433446
677,6506.770000000148,175.4790731913621
678,6506.780000000148,175.51017440246557
679,6506.790000000148,175.5397772302496
680,6506.800000000148,175.56791277627462
681,6506.810000000149,175.5946060071785
682,6506.820000000149,175.61987186985192
683,6506.830000000149,175.64371668282536
684,6506.840000000149,175.66613721441107
685,6506.8500000001495,175.68711853515433
686,6506.86000000015,175.70663301861433
687,6506.87000000015,175.72463820724536
688,6506.88000000015,175.74107333950602
689,6506.89000000015,175.75585671016847
690,6506.900000000151,175.76888095876023
691,6506.910000000151,175.78000374546158
692,6506.920000000151,175.7890436321995
693,6506.930000000151,175.7957654987451
694,6506.9400000001515,175.79986514361667
695,6506.950000000152,175.80094674403966
696,6506.960000000152,175.7984905242712
697,6506.970000000152,175.79180508154892
698,6506.980000000152,175.77995988085408
699,6506.990000000153,175.76167923969396
700,6507.000000000153,175.73516059976234
701,6507.010000000153,175.6977921567498
702,6507.020000000153,175.64566848290903
703,6507.030000000153,175.57283884678537
704,6507.040000000154,175.4707126777212
705,6507.050000000154,175.32991762249168
706,6507.060000000154,175.1495301715082
707,6507.070000000154,174.95454017269705
708,6507.0800000001545,174.80476923315942
709,6507.090000000155,174.76827514999587
710,6507.100000000155,174.86902531338404
711,6507.110000000155,175.06539759314796
712,6507.120000000155,175.28667069775116
713,6507.130000000156,175.4824549090643
714,6507.140000000156,175.63738559418354
715,6507.150000000156,175.75614171537845
716,6507.160000000156,175.84854977929663
717,6507.1700000001565,175.92245141472836
718,6507.180000000157,175.98312956186604
719,6507.190000000157,176.03406557290606
720,6507.200000000157,176.07762169871836
721,6507.210000000157,176.1154466563145
722,6507.220000000158,176.14872786119918
723,6507.230000000158,176.17834525192478
724,6507.240000000158,176.20496324512493
725,6507.250000000158,176.22909153421435
726,6507.2600000001585,176.25112780652339
727,6507.270000000159,176.27138677921823
728,6507.280000000159,176.2901206761007
729,6507.290000000159,176.3075332891423
730,6507.300000000159,176.32373125009403
731,6507.31000000016,176.33897693642785
732,6507.32000000016,176.35332375512223
733,6507.33000000016,176.36686895004726
734,6507.34000000016,176.37969483929083
735,6507.35000000016,176.39187168355548
736,6507.360000000161,176.40345937252923
737,6507.370000000161,176.41450990617312
738,6507.380000000161,176.425068406881
739,6507.390000000161,176.43517483879958
740,6507.4000000001615,176.44486272079368
741,6507.410000000162,176.4541631823293
742,6507.420000000162,176.46310369365497
743,6507.430000000162,176.4717072707663
744,6507.440000000162,176.47999624954156
745,6507.450000000163,176.48798953298774
746,6507.460000000163,176.49570423782745
747,6507.470000000163,176.50315569093357
748,6507.480000000163,176.5103580370152
749,6507.4900000001635,176.5173239873438
750,6507.500000000164,176.52406498219585
751,6507.510000000164,176.53059141144985
752,6507.520000000164,176.53691269246985
753,6507.530000000164,176.54303739298993
754,6507.540000000165,176.54897330446653
755,6507.550000000165,176.5547275119045
756,6507.560000000165,176.56269820530335
757,6507.570000000165,176.56810460617547
758,6507.5800000001655,176.57334984985525
759,6507.590000000166,176.57843273790132
760,6507.600000000166,176.58336050930453
761,6507.610000000166,176.58823570769056
762,6507.620000000166,176.59286390250378
763,6507.630000000167,176.5973467774193
764,6507.640000000167,176.6016866223759
765,6507.650000000167,176.60588527365115
766,6507.660000000167,176.60994414887864
767,6507.670000000167,176.61386428175382
768,6507.680000000168,176.61764635491863
769,6507.690000000168,176.6212907340889
770,6507.700000000168,176.62479750195521
771,6507.710000000168,176.6281665056743
772,6507.7200000001685,176.63139740085276
